chromosome,start,end,type,strand,expression,optimality,halflife,length
chrXI,579827,580750,mRNA,-,647,0.2103333333333333,29.351269580368974,923
chrXI,582283,583395,mRNA,+,918,0.20914891540130176,9.039471159345277,1112
chrXI,584952,586709,mRNA,+,1174,0.19091332258064495,21.303011316861024,1757
chrXI,590395,591357,mRNA,+,3165,0.17760663507109026,6.881536499544474,962
chrXI,592825,596298,mRNA,+,6930,0.1995022026431717,126.06282815409877,3473
chrXI,597055,598890,mRNA,-,3489,0.2742162162162162,69.15796663167238,1835
chrXI,599857,603072,mRNA,+,3087,0.19738474316939852,47.119286158445924,3215
chrXI,604405,605418,mRNA,-,1493,0.1976501229508196,17.677271319880397,1013
chrXI,608946,611066,mRNA,+,2776,0.20429270491803286,84.60260120377046,2120
chrXI,612665,613885,mRNA,-,2751,0.20524677777777767,12.00685886957558,1220
chrXI,617996,618750,mRNA,-,27132,0.1999313486842104,55.54126625413713,754
chrXI,625864,626205,mRNA,+,593,0.1851947563352828,6.599682314070947,341
chrXI,631152,632801,mRNA,+,471,0.19960996116504864,43.10932594143471,1649
chrXI,635851,638286,mRNA,+,2512,0.18721868937048491,73.27558721468851,2435
chrXI,640540,642504,mRNA,+,1378,0.20502812834224604,26.58263974584498,1964
chrXI,653080,656736,mRNA,+,2103,0.16903478260869578,62.092795971209114,3656
chrXII,585,4301,mRNA,-,16,0.19148331896551726,41.00875206259455,3716
chrXII,5605,5775,mRNA,+,63,0.21445487394957985,0.4655063630724674,170
chrXII,6486,6968,mRNA,+,19,0.2281129032258067,4.264082155172993,482
chrXII,13083,13445,mRNA,-,4,0.22475333333333325,4.83962366953867,362
chrXII,16639,17613,mRNA,-,643,0.20896078431372567,25.636121645468034,974
chrXII,21138,21839,mRNA,-,443,0.1993685411764705,24.23168657949102,701
chrXII,23569,25296,mRNA,+,1700,0.1933351707317067,29.90776581271939,1727
chrXII,32673,35204,mRNA,-,1492,0.23099742930591266,45.672234976194176,2531
chrXII,35912,36361,mRNA,-,208,0.18435759689922485,7.016764465833637,449
chrXII,39804,40414,mRNA,-,13368,0.1929375,123.2610192240414,610
chrXII,41280,46265,mRNA,-,20696,0.2060591133004925,103.07572427749614,4985
chrXII,46714,47463,mRNA,-,246,0.195101004366812,5.1418098320506544,749
chrXII,49938,51947,mRNA,+,4206,0.2182307692307691,44.438160084849486,2009
chrXII,53131,53931,mRNA,-,2258,0.2297428571428572,38.89716059702518,800
chrXII,65775,66518,mRNA,-,1158,0.19158823529411767,22.71039846729895,743
chrXII,66745,68256,mRNA,-,2599,0.2310250000000001,50.24490380521254,1511
chrXII,70633,73146,mRNA,-,4336,0.2106151485148515,3.143402654991071,2513
chrXII,74270,76747,mRNA,-,2327,0.2124008438818564,108.19050746385818,2477
chrXII,80356,80697,mRNA,-,65,0.20945000000000014,2.369853962613197,341
chrXII,84804,86564,mRNA,+,3851,0.20184313725490208,64.97500341786059,1760
chrXII,95566,97485,mRNA,-,38118,0.2320366492146595,498.88399076222606,1919
chrXII,99044,100201,mRNA,-,1351,0.209904761904762,39.24071631571981,1157
chrXII,105556,105861,mRNA,-,621,0.21570222222222188,8.985018960083908,305
chrXII,106908,107000,mRNA,+,342,0.2353657718120805,4.582536466330428,92
chrXII,109902,111575,mRNA,-,13630,0.207784574468085,36.465691127605325,1673
chrXII,121322,121648,mRNA,+,1420,0.1899849708737866,7.647134308518911,326
chrXII,125534,127255,mRNA,+,2055,0.1961480595581173,2.680452197327053,1721
chrXII,129330,130613,mRNA,-,2134,0.19068560864618853,54.787153351061164,1283
chrXII,131729,133987,mRNA,+,6335,0.19838647342995172,169.98820902792917,2258
chrXII,136345,136521,mRNA,+,72,0.21289250000000026,5.444749652298806,176
chrXII,137940,140546,mRNA,-,1969,0.1807602739726027,25.427373012810733,2606
chrXII,143201,146041,mRNA,+,3136,0.19686806451612893,35.30982757860856,2840
chrXII,147890,150163,mRNA,+,3996,0.19709433962264128,38.747750647469914,2273
chrXII,154343,156334,mRNA,-,3540,0.19796710176991167,17.43591289945485,1991
chrXII,161755,163893,mRNA,-,2994,0.2242536206896551,37.759685451412516,2138
chrXII,165577,166083,mRNA,-,1704,0.19394077834179388,17.909795915706482,506
chrXII,167320,167802,mRNA,-,535,0.2014568202764976,9.576029894914067,482
chrXII,171339,171764,mRNA,+,78,0.17579243478260878,2.834900181041426,425
chrXII,181789,183405,mRNA,-,2399,0.2457843137254901,6.299388913083202,1616
chrXII,184174,184926,mRNA,-,3055,0.19674036817102125,19.174541992912623,752
chrXII,187663,193281,mRNA,-,6318,0.19342557692307694,224.92524576397324,5618
chrXII,195450,196472,mRNA,-,2048,0.21046928705440893,34.665728519165086,1022
chrXII,199540,201315,mRNA,-,10399,0.19601272952853604,118.70652904135608,1775
chrXII,204225,204785,mRNA,+,268,0.20732616487455188,4.068984474106109,560
chrXII,208761,210269,mRNA,+,2826,0.20069090909090934,22.5851421885686,1508
chrXII,212369,214456,mRNA,-,1560,0.2059370731707318,48.46993328366958,2087
chrXII,222685,223059,mRNA,-,143,0.21158898608349905,1.0341129087320793,374
chrXII,225426,228596,mRNA,-,3612,0.21724183006535933,84.78314252623042,3170
chrXII,229377,229697,mRNA,+,198,0.20134835098335893,2.94301262147209,320
chrXII,231702,232013,mRNA,-,6156,0.17816338709677426,117.25417128828224,311
chrXII,238001,238813,mRNA,-,800,0.19464651041666686,32.454520992168355,812
chrXII,242232,243349,mRNA,+,35114,0.1902799030694665,102.41047333483445,1117
chrXII,245587,246072,mRNA,-,1306,0.1905645929339473,16.743944207920425,485
chrXII,247201,247953,mRNA,+,1472,0.23341320610687025,10.352080151012613,752
chrXII,248717,250978,mRNA,-,683,0.19360649155722312,49.546755190722166,2261
chrXII,255306,257855,mRNA,+,2609,0.30000000000000004,45.501661928753464,2549
chrXII,259738,260547,mRNA,-,1731,0.2276345859872607,18.105209419799102,809
chrXII,263194,263948,mRNA,+,28891,0.190737223382046,25.740477526617937,754
chrXII,264157,265254,mRNA,+,1021,0.2020000000000001,33.57473900641939,1097
chrXII,266373,266918,mRNA,-,1136,0.1845181285598041,7.488047652149858,545
chrXII,267813,270710,mRNA,-,1899,0.23407843137254905,29.320819268358477,2897
chrXII,271630,273915,mRNA,-,2967,0.1916848341232225,51.87425024864662,2285
chrXII,275378,278626,mRNA,-,5650,0.20370608695652165,45.34810658138565,3248
chrXII,281019,281621,mRNA,-,757,0.18964254612546125,4.713701112136437,602
chrXII,285736,286559,mRNA,-,1929,0.19090720670391054,19.298308192772392,823
chrXII,287916,289250,mRNA,+,614,0.20904338842975206,49.94828587476229,1334
chrXII,292394,293572,mRNA,-,1376,0.23809108910891136,3.2665481630355266,1178
chrXII,296589,300251,mRNA,-,6012,0.23080837004405305,48.98468529508231,3662
chrXII,302243,306499,mRNA,+,6322,0.2150065359477125,26.488894165769743,4256
chrXII,316107,317951,mRNA,+,2783,0.1786093006993007,55.03873141388762,1844
chrXII,320701,322080,mRNA,+,2132,0.18262253363228684,7.64054069681108,1379
chrXII,323544,326225,mRNA,+,1529,0.19145584045584008,92.57861622868286,2681
chrXII,327730,329238,mRNA,-,1840,0.18992974576271174,64.54947459126643,1508
chrXII,332590,336033,mRNA,+,6212,0.18500257627118646,99.06726203776334,3443
chrXII,337527,339473,mRNA,-,1758,0.1781304302925993,24.182535696797146,1946
chrXII,341325,341588,mRNA,+,774,0.19271510121457489,3.909997860815545,263
chrXII,342566,342961,mRNA,-,1005,0.20500675428571447,16.38687267835646,395
chrXII,343989,345941,mRNA,-,1713,0.20356419819819827,13.346884198460206,1952
chrXII,347047,348180,mRNA,-,1123,0.2117304601226993,27.424162145080757,1133
chrXII,364116,365330,mRNA,+,1868,0.19649143749999973,20.769741636824477,1214
chrXII,368781,369311,mRNA,+,34801,0.2024083644859812,396.5269767950683,530
chrXII,370791,371210,mRNA,+,734,0.19488888888888872,19.519067336961342,419
chrXII,374944,377238,mRNA,-,4330,0.2430854271356783,84.54891707841047,2294
chrXII,382471,384534,mRNA,-,3167,0.19907328571428584,1.534677758925124,2063
chrXII,388672,388773,mRNA,+,75,0.20146666666666627,2.3667330820175265,101
chrXII,390954,391331,mRNA,-,117,0.2206061643835616,7.685444093100791,377
chrXII,391600,391944,mRNA,+,114,0.22270378048780465,0.41956786858171524,344
chrXII,398530,399433,mRNA,+,570,0.20453130000000005,0.938530510657543,903
chrXII,402794,404062,mRNA,-,11121,0.1870411409395972,126.01207834319275,1268
chrXII,407283,408155,mRNA,-,741,0.2251760797342191,50.332023097155826,872
chrXII,410723,412414,mRNA,+,1615,0.1940691954022987,2.2696955479139653,1691
chrXII,415801,416658,mRNA,-,520,0.2451960784313726,30.80085559444847,857
chrXII,418437,421394,mRNA,+,6345,0.17340364896073884,86.06669125466928,2957
chrXII,423474,423800,mRNA,+,296,0.20160117424242416,5.632223968806651,326
chrXII,429677,432016,mRNA,-,2849,0.20802092592592594,76.06661759150907,2339
chrXII,432823,433725,mRNA,-,1094,0.19570450450450474,2.422794269300949,902
chrXII,434158,434463,mRNA,-,514,0.18331459214501505,6.14436812160765,305
chrXII,437631,439823,mRNA,-,1871,0.24847916666666625,28.441484302690277,2192
chrXII,441715,442737,mRNA,-,753,0.20578724565756812,34.40323442278428,1022
chrXII,445524,447575,mRNA,-,9971,0.2090683060109289,75.54582751916091,2051
chrXII,452438,452623,mRNA,+,0,0.1862480327868852,3.675896083856647,185
chrXII,454696,455070,mRNA,+,0,0.2116267800000001,1.016157082934749,374
chrXII,455883,456023,mRNA,+,0,0.19060667697063396,0.4805212516989552,140
chrXII,469317,470405,mRNA,-,1,0.20772788177339915,25.513646057183813,1088
chrXII,472479,472610,mRNA,-,0,0.19358773873873847,4.769646540211532,131
chrXII,482059,482190,mRNA,-,1,0.1975611904761907,1.2479602763718693,131
chrXII,485345,485689,mRNA,+,0,0.1952569550173008,1.978870207211489,344
chrXII,486201,487289,mRNA,-,0,0.17883410714285702,23.41963258848053,1088
chrXII,489573,489929,mRNA,+,596,0.1931642335766424,4.53703451765983,356
chrXII,491866,493254,mRNA,-,2715,0.20717829457364348,38.2452901653714,1388
chrXII,493883,494389,mRNA,+,336,0.19212749003984053,13.055426186922887,506
chrXII,495429,498044,mRNA,-,4558,0.2026289147286822,66.84799277745361,2615
chrXII,500579,501049,mRNA,-,1075,0.1893437500000001,4.906397265033657,470
chrXII,501260,502162,mRNA,-,4328,0.24376315789473685,110.08372668588544,902
chrXII,504591,505829,mRNA,+,1015,0.17703703703703702,2.6328165386449385,1238
chrXII,507797,510232,mRNA,-,1382,0.21944915831663336,28.21746748321691,2435
chrXII,514108,514713,mRNA,-,4967,0.19296909830933007,32.74774646351832,605
chrXII,520543,522012,mRNA,-,1742,0.21308797619047606,32.78499176515925,1469
chrXII,522663,523288,mRNA,+,21209,0.19121479423868296,20.85989728006858,625
chrXII,524865,527945,mRNA,+,3200,0.2682456140350877,24.54376686355537,3080
chrXII,530797,534393,mRNA,-,6342,0.1816026589595376,70.17462522996234,3596
chrXII,537272,538432,mRNA,+,968,0.1959210526315789,34.904051993127155,1160
chrXII,541937,543304,mRNA,-,2687,0.18384583333333326,27.617022819768856,1367
chrXII,546097,547611,mRNA,+,15770,0.19019768100734505,284.46488397841836,1514
chrXII,547853,548769,mRNA,-,1182,0.21567161961367,13.329922136812852,916
chrXII,549511,550293,mRNA,-,1636,0.2039449648946841,27.40227435612841,782
chrXII,550650,551960,mRNA,-,3268,0.20799048622366328,121.9066723598518,1310
chrXII,552724,553677,mRNA,-,409,0.18456997971602448,9.443776351933616,953
chrXII,556788,559289,mRNA,+,3053,0.21218411552346592,56.94104077876568,2501
chrXII,560797,561732,mRNA,-,1749,0.21207608695652164,46.38144787588004,935
chrXII,563792,564531,mRNA,-,579,0.19957042253521126,24.979404454946582,739
chrXII,570776,571858,mRNA,-,1109,0.18492727272727266,39.225396977413226,1082
chrXII,572909,573232,mRNA,+,1988,0.20167407407407406,25.62770128085137,323
chrXII,574151,576337,mRNA,+,3183,0.1932890194420961,22.371377180382552,2186
chrXII,578362,579024,mRNA,-,1883,0.2255444264943457,23.23121266466015,662
chrXII,582006,582236,mRNA,-,181,0.2022732886904762,6.748446357111687,230
chrXII,586464,587573,mRNA,+,2510,0.19490920056101002,6.828156266392451,1109
chrXII,589354,590541,mRNA,+,1392,0.1972478991596638,9.49072280275066,1187
chrXII,600019,602463,mRNA,-,2010,0.19017500000000004,91.0971426337938,2444
chrXII,604574,604879,mRNA,+,1266,0.2758260784313726,55.07174555426569,305
chrXII,607425,609524,mRNA,-,1342,0.20129771028037405,96.00345780750834,2099
chrXII,611532,611930,mRNA,-,218,0.1991011818181817,3.314459471337147,398
chrXII,612367,614163,mRNA,+,1960,0.19065024193548386,8.895269760406036,1796
chrXII,616332,617318,mRNA,-,1133,0.18739873417721514,35.458472569484684,986
chrXII,620473,622821,mRNA,+,4168,0.19871244482173167,132.30857961714975,2348
chrXII,624203,625021,mRNA,+,852,0.1977893132530119,6.420872126754666,818
chrXII,626502,626930,mRNA,-,806,0.2046546356275304,26.959691736985683,428
chrXII,628684,633354,mRNA,-,7714,0.21079720279720288,220.78236790895983,4670
chrXII,640317,641021,mRNA,+,4002,0.2011357739557741,14.411018947096746,704
chrXII,641957,642262,mRNA,+,511,0.18569482876712332,8.621799896546595,305
chrXII,644404,644973,mRNA,-,875,0.19584513274336304,5.713343037109082,569
chrXII,646415,650923,mRNA,+,19932,0.22053462540716606,209.21906942497122,4508
chrXII,660716,662833,mRNA,+,12847,0.22833333333333325,155.2301113347849,2117
chrXII,668244,668891,mRNA,-,1590,0.17318750000000002,24.22384277421874,647
chrXII,670340,672823,mRNA,+,1801,0.2573664921465967,52.70499095276597,2483
chrXII,673828,673944,mRNA,-,5115,0.20340999999999992,83.25357447343956,116
chrXII,675619,677724,mRNA,-,2307,0.1964507006369425,30.806783099368236,2105
chrXII,680200,680844,mRNA,+,1896,0.2039077669902913,42.0223286041868,644
chrXII,681186,682238,mRNA,+,3467,0.1965094936708859,32.56972657562537,1052
chrXII,683672,687202,mRNA,-,4328,0.20425446700507613,143.33396718992674,3530
chrXII,691555,693882,mRNA,+,3447,0.1862750128755364,13.660643134938574,2327
chrXII,695046,696830,mRNA,-,4057,0.21643790849673208,108.41441253553643,1784
chrXII,704483,704833,mRNA,-,362,0.20109360730593573,6.252033966725784,350
chrXII,705071,705412,mRNA,-,347,0.19035365853658545,4.236573220168948,341
chrXII,706198,707040,mRNA,-,550,0.21317345752608047,17.51862138788665,842
chrXII,708448,710136,mRNA,-,28535,0.1918962264150944,138.33845542077574,1688
chrXII,710991,712058,mRNA,-,2353,0.17971052443385002,13.50915927367819,1067
chrXII,713480,714904,mRNA,-,1205,0.19552276094276128,62.706808609331624,1424
chrXII,718317,719462,mRNA,-,3895,0.23128888888888896,22.40831645785074,1145
chrXII,720771,721430,mRNA,-,13446,0.20867609254498687,161.5557103960795,659
chrXII,721999,722373,mRNA,-,3431,0.2072499999999997,26.494956617594383,374
chrXII,724044,724433,mRNA,+,894,0.23250000000000004,16.44657881166585,389
chrXII,726069,728051,mRNA,+,2126,0.20901749042145604,46.35571596451592,1982
chrXII,728955,730301,mRNA,+,22749,0.1890164159292035,90.07768367078471,1346
chrXII,732191,732553,mRNA,-,21,0.1960127863777087,4.737676251862263,362
chrXII,735212,737548,mRNA,-,38127,0.19692276422764207,90.35480620946782,2336
chrXII,744151,744851,mRNA,+,688,0.19807195918367346,6.612920938188498,700
chrXII,746848,747111,mRNA,-,67,0.19379664576802508,1.2348754616888733,263
chrXII,749034,751769,mRNA,-,6724,0.21411174836601346,204.23422223211332,2735
chrXII,757265,757612,mRNA,-,142,0.22509050772626946,0.7717304380086683,347
chrXII,759480,760241,mRNA,+,1510,0.1990281513409962,12.294456321486829,761
chrXII,764808,765269,mRNA,+,313,0.19481879194630874,2.1101330250353114,461
chrXII,765655,766089,mRNA,+,687,0.20683456431535246,24.559162738488414,434
chrXII,769318,771684,mRNA,-,2880,0.18628569526627228,1.6226901647107397,2366
chrXII,776584,777864,mRNA,-,1781,0.21141254125412515,70.00734264386296,1280
chrXII,779215,780786,mRNA,+,2170,0.20460673423423426,25.42192710765105,1571
chrXII,782174,782896,mRNA,+,799,0.20718012422360232,5.440435371491138,722
chrXII,784913,786118,mRNA,+,2346,0.2051628392484343,17.47237461980447,1205
chrXII,787664,789679,mRNA,+,6934,0.2271666666666665,172.82617472776099,2015
chrXII,790676,791806,mRNA,+,1632,0.228125,21.657271967900414,1130
chrXII,796698,797078,mRNA,-,107,0.19523134328358213,12.947395267200225,380
chrXII,799697,802396,mRNA,-,3240,0.18661332258064486,17.67639975614137,2699
chrXII,804346,805203,mRNA,+,586,0.20662248995983928,8.16994916710696,857
chrXII,807385,808818,mRNA,+,778,0.2012665069860282,35.12706839652542,1433
chrXII,816094,817761,mRNA,+,2536,0.2388203125000002,104.5014013919688,1667
chrXII,820511,822040,mRNA,+,2804,0.21249099099099106,54.09277241978316,1529
chrXII,823828,826413,mRNA,-,7831,0.2241308411214953,57.496116243857585,2585
chrXII,826977,827873,mRNA,-,2407,0.2090668316831683,19.2979942324474,896
chrXII,828730,829380,mRNA,+,1306,0.1852348233215549,35.292494719501555,650
chrXII,831116,833539,mRNA,+,1786,0.17572268907563016,88.20762429499733,2423
chrXII,836350,837357,mRNA,-,19049,0.21555012618296496,236.0192460371265,1007
chrXII,840321,840914,mRNA,+,615,0.20175382284382304,9.264643324518017,593
chrXII,843487,844050,mRNA,-,1167,0.19347294490183625,0.17707062910623605,563
chrXII,846103,847422,mRNA,+,2127,0.1963990410958905,55.382188304877744,1319
chrXII,849383,849679,mRNA,-,615,0.20614953271028025,8.680486396212139,296
chrXII,852495,853151,mRNA,-,1187,0.22784795321637424,12.242983657111537,656
chrXII,854062,854391,mRNA,+,375,0.2336593406593407,7.3139408967312285,329
chrXII,855523,855645,mRNA,-,13,0.19215271074380186,0.9761662216210212,122
chrXII,857540,859336,mRNA,+,1971,0.21694927419354845,38.08976220764791,1796
chrXII,861718,862254,mRNA,-,1485,0.22195202020202048,18.820367434249626,536
chrXII,867354,868391,mRNA,+,6601,0.19899163599182007,145.86800996430338,1037
chrXII,871453,871842,mRNA,-,628,0.2008628443449047,12.998326888451368,389
chrXII,872826,873554,mRNA,-,571,0.19329647619047602,21.86277941652608,728
chrXII,875736,877178,mRNA,-,6454,0.20879805825242728,26.93692377800312,1442
chrXII,878282,879508,mRNA,+,1726,0.2017250949367088,87.0738042129601,1226
chrXII,882067,884751,mRNA,-,2861,0.2110037967914439,3.3622911708033882,2684
chrXII,888851,892900,mRNA,-,12646,0.2145424791666667,47.84533668654496,4049
chrXII,893628,896270,mRNA,+,2836,0.2083560500695409,119.17655316345318,2642
chrXII,898158,898821,mRNA,+,11228,0.20186584097859306,1.6631331560233775,663
chrXII,903066,903404,mRNA,+,432,0.2083241379310342,3.573388453463714,338
chrXII,904749,906305,mRNA,-,1289,0.18729357798165125,2.1412456770316552,1556
chrXII,907950,909398,mRNA,+,1518,0.18671371323529395,64.7079459194476,1448
chrXII,910235,912310,mRNA,-,2641,0.20625441110277554,14.260654519351824,2075
chrXII,915156,919019,mRNA,-,7087,0.20547163120567397,47.458012441250226,3863
chrXII,920869,920973,mRNA,+,568,0.2045509523809523,7.234154420984472,104
chrXII,922442,924448,mRNA,-,3924,0.2062043333333334,90.97727780660367,2006
chrXII,925568,927619,mRNA,+,4414,0.20769047619047634,32.865271407100096,2051
chrXII,929789,930892,mRNA,+,1511,0.1866964285714286,11.626045960552112,1103
chrXII,932206,932355,mRNA,-,38,0.22490000000000004,1.4529774622987095,149
chrXII,933885,934253,mRNA,-,382,0.20442603550295865,4.496345434027485,368
chrXII,937541,940981,mRNA,+,8219,0.2614000000000001,111.21640194450256,3440
chrXII,948368,949192,mRNA,+,1651,0.18383477777777785,37.39023804403194,824
chrXII,951156,953183,mRNA,+,13898,0.21065410891089115,29.154376020299374,2027
chrXII,954259,954597,mRNA,-,166,0.22928218694885394,2.6792038933898388,338
chrXII,955010,956710,mRNA,+,1960,0.23503929679420985,13.709131769333666,1700
chrXII,958428,962735,mRNA,+,4860,0.2064391290322583,173.18909879456422,4307
chrXII,965090,965560,mRNA,-,3338,0.165990291262136,84.22428022586845,470
chrXII,971917,973170,mRNA,-,709,0.18568981788079464,8.501643323682186,1253
chrXII,982894,986817,mRNA,+,3738,0.17038211340206175,7.928739069809453,3923
chrXII,988428,990440,mRNA,+,2691,0.1889778099173551,50.40224583662035,2012
chrXII,990777,992732,mRNA,+,6506,0.20063387499999985,104.77993074084596,1955
chrXII,1000342,1001703,mRNA,-,848,0.2107730496453903,37.08133240187346,1361
